6.10273 6.28359 0
5.46167 8.29113 0
6.50055 4.81082 0
5.00059 9.02367 0
3.66494 11.8523 0
4.40013 2.75124 0
5.57524 3.67872 0
3.36058 5.4579 0
8.49006 9.36861 0
2.60587 5.85762 0
3.93411 7.73409 0
8.02347 5.90141 0
5.14134 6.88978 0
5.2482 3.57582 0
3.00376 7.82378 0
4.57389 8.17181 0
5.58562 1.34023 0
7.35051 6.61016 0
7.41714 4.29804 0
10.3253 5.9978 0
6.63862 6.74161 0
5.02774 4.86357 0
8.7099 6.67725 0
8.32891 8.10161 0
9.72258 5.50712 0
4.06623 6.23735 0
8.22964 5.86503 0
4.36571 8.69356 0
9.13442 6.50687 0
7.72927 5.67671 0
7.0492 1.71915 0
4.52283 6.14535 0
2.82686 2.45876 0
5.74856 7.0289 0
6.92023 5.71847 0
7.99829 7.58431 0
6.90936 3.6025 0
5.09503 7.82316 0
9.10215 5.98313 0
2.65728 3.79333 0
6.6584 2.44363 0
4.78063 5.39321 0
4.88905 5.901 0
4.41168 7.49525 0
7.24181 6.45073 0
5.54733 4.80856 0
4.36779 7.97153 0
1.84543 6.10869 0
6.26847 8.66963 0
3.69828 2.70089 0
6.68672 3.94248 0
6.28374 5.08533 0
5.14492 6.2847 0
0.728024 7.64364 0
2.81121 7.35264 0
4.43147 8.14526 0
6.18811 7.93199 0
3.39937 6.82393 0
3.79033 6.18536 0
4.91793 8.60884 0
6.58123 4.66435 0
6.93355 3.56583 0
4.79286 4.80085 0
5.32607 4.51435 0
2.47623 6.43125 0
5.23798 6.06809 0
3.7425 5.07439 0
6.17078 3.26509 0
6.31883 5.25862 0
4.24909 6.661 0
0.0021396 7.11813 0
9.69768 5.76203 0
9.32356 3.82513 0
6.28369 1.64361 0
8.79809 8.06399 0
2.80682 7.27683 0
7.08193 8.15323 0
8.73111 10.711 0
5.09955 8.42227 0
4.67248 5.52344 0
3.80646 6.86283 0
9.83269 6.90839 0
5.50543 8.8214 0
8.45043 7.88717 0
4.73173 4.97627 0
8.9893 4.71106 0
7.69961 4.90808 0
6.5416 3.3413 0
5.39906 5.26737 0
5.35031 3.17557 0
5.60071 7.98363 0
4.17114 7.0799 0
8.13314 5.4146 0
7.5832 5.30114 0
7.72327 6.5307 0
6.06154 7.14435 0
6.02594 4.80513 0
6.20539 7.81603 0
3.59407 4.66888 0
4.86516 8.09782 0
3.0885 6.7784 0
4.10471 2.89103 0
4.05308 6.78527 0
1.02802 9.64563 0
4.97853 1.85666 0
5.32129 6.47509 0
4.46285 5.05846 0
4.31527 9.89309 0
5.78025 8.38031 0
4.9557 9.01711 0
6.81593 5.79286 0
4.70333 4.64248 0
4.3218 3.5741 0
7.4356 5.29187 0
7.35462 4.85015 0
8.07044 4.97393 0
6.39486 6.89654 0
7.33035 4.0228 0
4.32564 8.17314 0
7.52628 5.65726 0
7.13867 6.01415 0
5.47095 5.67113 0
7.56278 7.9063 0
8.17897 3.02534 0
5.20058 3.2693 0
9.35668 8.20723 0
5.35914 5.62914 0
7.53348 8.13466 0
7.14436 5.72493 0
6.04748 4.59377 0
3.66481 6.19779 0
9.66431 5.53381 0
8.70533 6.76569 0
5.77716 7.41021 0
8.38723 7.58431 0
7.25268 8.02119 0
5.7645 6.6501 0
7.00243 7.60129 0
6.87061 3.71575 0
7.89152 6.97348 0
3.17793 6.88812 0
4.62639 4.62253 0
10.8163 7.0633 0
8.80748 2.13717 0
2.74299 6.5652 0
4.05025 6.65407 0
3.81733 4.12488 0
4.55341 9.28792 0
7.53167 3.77227 0
5.35997 3.58875 0
8.38659 4.90313 0
8.82078 2.80725 0
7.33715 9.75203 0
6.89686 4.11403 0
5.29855 3.34855 0
8.00333 4.32072 0
7.07787 4.57032 0
5.01228 7.06387 0
6.42998 6.10998 0
10.5577 4.64838 0
6.85054 5.67524 0
7.85463 9.22748 0
5.60397 8.72949 0
10.0313 4.83296 0
7.79073 4.38426 0
5.59598 9.25897 0
4.27023 7.17606 0
3.8767 1.72259 0
4.9427 4.4597 0
5.27108 7.41173 0
5.25998 6.57522 0
3.88539 5.52719 0
4.95418 5.845 0
3.48318 5.04445 0
5.70483 6.57942 0
5.8597 11.1606 0
5.01663 3.53047 0
